ID_CLIENTE,CHURN,GENERO,ADULTO_MAYOR,PAREJA,DEPENDIENTES,ANTIGUEDAD_MESES,SERVICIO_TELEFONICO,LINEAS_MULTIPLES,TIPO_INTERNET,SEGURIDAD_EN_LINEA,RESPALDO_EN_LINEA,PROTECCION_DISPOSITIVO,SOPORTE_TECNICO,STREAMING_TV,STREAMING_PELICULAS,TIPO_CONTRATO,FACTURACION_ELECTRONICA,METODO_PAGO,CARGO_MENSUAL,CARGO_TOTAL,CHURN_FLAG
3889-VWBID,No,Hombre,0,Si,Si,68,Si,No,DSL,Si,Si,No,Si,Si,Si,Dos años,No,Transferencia bancaria (automática),8285,577645.0,0.0
3890-RTCMS,No,Hombre,0,No,No,16,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,Si,Cheque por correo,4945,799.0,0.0
3891-NLXJB,No,Hombre,0,No,No,37,No,No phone service,DSL,Si,Si,No,Si,No,No,Dos años,Si,Cheque por correo,4055,139085.0,0.0
3891-PUQOD,Si,Mujer,0,No,Si,1,Si,No,DSL,No,No,Si,No,No,Si,Mes a mes,No,Cheque electrónico,592,592.0,1.0
3892-NXAZG,No,Hombre,0,Si,Si,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),11405,82892.0,0.0
3893-JRNFS,No,Hombre,0,No,No,68,No,No phone service,DSL,No,No,Si,No,No,Si,Mes a mes,Si,Transferencia bancaria (automática),399,279635.0,0.0
3896-RCYYE,No,Mujer,0,No,No,67,No,No phone service,DSL,No,No,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),534,357915.0,0.0
3896-ZVNET,No,Mujer,0,Si,Si,24,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,247,57175.0,0.0
3898-BSJYF,No,Mujer,0,No,Si,10,Si,Si,DSL,Si,No,Si,Si,No,Si,Un año,No,Tarjeta de crédito (automática),7355,6933.0,0.0
3898-GUYTS,No,Mujer,1,No,No,45,Si,Si,Fibra óptica,Si,Si,No,Si,Si,No,Mes a mes,Si,Cheque electrónico,9705,438505.0,0.0
3900-AQPHZ,Si,Mujer,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,199,199.0,1.0
3902-FOIGH,Si,Hombre,1,Si,No,12,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,10135,121855.0,1.0
3902-MIVLE,No,Hombre,0,Si,Si,63,Si,Si,DSL,Si,No,Si,Si,No,Si,Dos años,No,Cheque por correo,757,46767.0,0.0
3904-UKFRE,No,Hombre,0,No,No,4,Si,Si,Fibra óptica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,801,33615.0,0.0
3908-BLSYF,Si,Mujer,0,No,No,6,Si,No,Fibra óptica,No,No,Si,No,No,Si,Mes a mes,No,Cheque electrónico,839,49755.0,1.0
3908-MKIMJ,No,Hombre,1,Si,No,68,No,No phone service,DSL,Si,Si,Si,No,No,No,Dos años,Si,Cheque electrónico,4195,296575.0,0.0
3910-MRQOY,No,Mujer,0,Si,No,72,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),194,149645.0,0.0
3911-RSNHI,No,Mujer,0,Si,No,71,No,No phone service,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),614,431035.0,0.0
3913-FCUUW,No,Mujer,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,Si,Transferencia bancaria (automática),7045,51657.0,0.0
3913-RDSJZ,No,Mujer,0,Si,No,64,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2555,171495.0,0.0
3914-FDRHP,No,Hombre,0,No,No,9,Si,No,Fibra óptica,No,No,No,Si,Si,No,Mes a mes,No,Cheque electrónico,8625,7705.0,0.0
3915-ODIYG,No,Hombre,1,No,No,60,Si,Si,DSL,Si,Si,No,No,No,Si,Un año,Si,Cheque electrónico,7175,437455.0,0.0
3916-NRPAP,No,Hombre,0,No,No,3,Si,No,Fibra óptica,No,No,Si,No,No,Si,Mes a mes,No,Tarjeta de crédito (automática),857,25675.0,0.0
3920-HIHMQ,No,Mujer,0,No,Si,26,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,495,126565.0,0.0
3923-CSIHK,Si,Mujer,1,Si,No,50,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,7105,344485.0,1.0
3926-CUQZX,Si,Hombre,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),451,451.0,1.0
3926-YZVVX,No,Mujer,0,No,No,41,Si,No,DSL,No,No,No,Si,No,No,Un año,No,Transferencia bancaria (automática),5005,202905.0,0.0
3927-NLNRY,Si,Hombre,0,Si,No,53,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Un año,Si,Transferencia bancaria (automática),9425,486795.0,1.0
3930-ZGWVE,No,Hombre,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,1975,1975.0,0.0
3932-CMDTD,Si,Mujer,0,No,No,4,Si,No,Fibra óptica,No,Si,Si,Si,Si,Si,Un año,Si,Cheque electrónico,10565,4439.0,1.0
3932-IJWDZ,No,Hombre,0,No,No,45,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Mes a mes,Si,Transferencia bancaria (automática),10365,474785.0,0.0
3933-DQPWX,No,Mujer,0,No,No,50,No,No phone service,DSL,No,Si,Si,Si,No,No,Dos años,No,Tarjeta de crédito (automática),397,193275.0,0.0
3934-HXCFZ,Si,Hombre,0,Si,No,23,Si,Si,Fibra óptica,Si,Si,Si,No,Si,No,Mes a mes,Si,Cheque electrónico,9925,21864.0,1.0
3935-TBRZZ,No,Hombre,0,Si,Si,44,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,257,11105.0,0.0
3936-QQFLL,No,Hombre,0,No,No,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,1975,393.0,0.0
3938-YFPXD,No,Hombre,0,No,No,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito (automática),843,59971.0,0.0
3941-XTSKM,No,Hombre,0,Si,Si,42,No,No phone service,DSL,No,Si,Si,No,No,Si,Un año,Si,Tarjeta de crédito (automática),451,204905.0,0.0
3943-KDREE,Si,Mujer,0,No,No,26,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),7495,183495.0,1.0
3945-GFWQL,Si,Mujer,0,No,Si,12,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,4455,4806.0,1.0
3946-JEWRQ,No,Hombre,0,Si,No,47,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Un año,Si,Tarjeta de crédito (automática),952,4563.0,0.0
3946-MHCZW,Si,Hombre,0,No,No,1,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,No,Cheque por correo,509,509.0,1.0
3948-FVVRP,No,Hombre,0,Si,Si,9,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,No,Cheque por correo,548,4528.0,0.0
3948-KXDUF,No,Hombre,0,No,No,66,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,No,Transferencia bancaria (automática),6875,444755.0,0.0
3948-XHGNA,Si,Hombre,0,No,No,24,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),4955,12104.0,1.0
3950-VPYJB,No,Hombre,0,Si,Si,57,Si,No,DSL,Si,Si,No,Si,No,No,Un año,No,Cheque por correo,596,35094.0,0.0
3951-NJCVI,No,Mujer,1,Si,No,42,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,9505,39445.0,0.0
3955-JBZZM,No,Hombre,0,No,No,20,Si,No,Fibra óptica,No,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,788,16413.0,0.0
3956-CJUST,No,Mujer,1,No,No,23,Si,No,Fibra óptica,Si,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),754,164355.0,0.0
3956-MGXOG,No,Mujer,0,No,No,28,Si,No,Fibra óptica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,806,224495.0,0.0
3957-HHLMR,No,Mujer,0,Si,Si,70,Si,Si,DSL,Si,No,No,No,No,Si,Un año,No,Transferencia bancaria (automática),652,454315.0,0.0
3957-LXOLK,Si,Mujer,1,No,No,28,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,10615,31525.0,1.0
3957-SQXML,No,Mujer,0,Si,Si,34,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),2495,8943.0,0.0
3961-SXAXY,No,Hombre,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),4405,4405.0,0.0
3963-RYFNS,No,Mujer,0,No,No,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),11645,801355.0,0.0
3966-HRMZA,No,Mujer,1,No,No,3,Si,No,Fibra óptica,No,No,Si,No,No,No,Mes a mes,No,Cheque por correo,7505,2029.0,0.0
3967-KXAPS,No,Hombre,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito (automática),923,67199.0,0.0
3967-VQOGC,No,Mujer,0,Si,Si,67,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Cheque por correo,249,168025.0,0.0
3969-GYXEL,No,Mujer,0,No,No,11,Si,No,Fibra óptica,Si,No,No,No,No,No,Mes a mes,No,Cheque electrónico,764,8387.0,0.0
3969-JQABI,No,Mujer,0,Si,No,58,Si,No,DSL,Si,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de crédito (automática),6525,37916.0,0.0
3970-XGJDU,No,Mujer,0,No,No,62,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Tarjeta de crédito (automática),192,112365.0,0.0
3973-SKMLN,No,Hombre,0,No,No,71,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Tarjeta de crédito (automática),199,13551.0,0.0
3976-BWUCK,Si,Mujer,0,Si,No,30,Si,Si,Fibra óptica,No,Si,No,Si,Si,No,Mes a mes,Si,Tarjeta de crédito (automática),941,280445.0,1.0
3976-HXHCE,No,Hombre,0,No,No,72,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),193,14148.0,0.0
3976-NLDEZ,No,Hombre,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,206,206.0,0.0
3977-QCRSL,No,Mujer,0,No,No,5,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,2015,11795.0,0.0
3978-YNKDD,No,Hombre,0,No,Si,19,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),2085,4675.0,0.0
3981-QSVQI,No,Hombre,0,No,No,8,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Transferencia bancaria (automática),197,1689.0,0.0
3982-DQLUS,No,Hombre,1,Si,Si,65,Si,Si,Fibra óptica,Si,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,8575,568845.0,0.0
3982-JGSFD,No,Hombre,0,No,No,36,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,Si,Tarjeta de crédito (automática),2035,69585.0,0.0
3982-XWFZQ,Si,Mujer,0,Si,No,42,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,5025,220365.0,1.0
3985-HOYPM,No,Hombre,0,No,No,26,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,194,52555.0,0.0
3987-KQDDU,No,Hombre,0,No,No,9,Si,No,Fibra óptica,Si,No,No,No,No,No,Mes a mes,No,Cheque electrónico,756,66155.0,0.0
3988-RQIXO,Si,Mujer,1,No,No,1,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,913,913.0,1.0
3990-QYKBE,Si,Hombre,1,Si,No,37,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,925,34734.0,1.0
3992-YWPKO,Si,Mujer,0,No,No,6,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),1099,66945.0,1.0
3995-RWMUH,,Hombre,0,No,No,7,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),4465,3225.0,
3995-WFCSM,No,Mujer,0,No,No,2,Si,No,DSL,No,No,Si,No,No,Si,Mes a mes,No,Cheque electrónico,6085,1114.0,0.0
3996-ZNWYK,No,Hombre,1,Si,Si,71,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),198,138845.0,0.0
3999-QGRJH,Si,Hombre,1,No,No,8,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,697,56085.0,1.0
3999-WRNGR,No,Mujer,0,Si,Si,60,No,No phone service,DSL,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,4975,306945.0,0.0
4000-VGMQP,No,Hombre,0,Si,Si,38,Si,Si,DSL,No,Si,Si,No,Si,Si,Un año,No,Tarjeta de crédito (automática),7895,286255.0,0.0
4001-TSBTV,No,Mujer,0,Si,Si,58,Si,No,Fibra óptica,No,Si,Si,No,Si,No,Mes a mes,Si,Cheque electrónico,9155,551165.0,0.0
4002-BQWPQ,No,Hombre,0,No,No,25,Si,Si,DSL,Si,Si,Si,Si,No,Si,Mes a mes,No,Transferencia bancaria (automática),8175,20288.0,0.0
4003-FUSHP,No,Hombre,0,No,No,19,Si,No,DSL,No,No,No,Si,Si,No,Mes a mes,Si,Tarjeta de crédito (automática),6155,10932.0,0.0
4003-OCTMP,No,Mujer,0,Si,No,31,Si,No,DSL,Si,No,No,Si,No,Si,Un año,Si,Cheque electrónico,640,191075.0,0.0
4006-HKYHO,No,Hombre,0,No,No,63,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),867,53095.0,0.0
4007-NHVHI,No,Mujer,1,No,No,56,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Mes a mes,Si,Cheque electrónico,9685,521965.0,0.0
4009-ALQFH,Si,Mujer,0,No,No,25,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,995,236905.0,1.0
4010-YLMVT,No,Mujer,0,No,No,56,Si,Si,Fibra óptica,Si,Si,No,No,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),1066,589395.0,0.0
4011-ARPHK,No,Hombre,0,No,No,27,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque por correo,5035,141135.0,0.0
4012-YCFAI,No,Hombre,0,Si,No,60,Si,No,DSL,Si,Si,No,Si,No,No,Dos años,Si,Cheque por correo,6135,37662.0,0.0
4012-ZTHBR,No,Mujer,0,Si,Si,21,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,4495,92625.0,0.0
4013-GUXND,No,Hombre,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,208,208.0,0.0
4013-TLDHQ,Si,Hombre,0,No,No,19,Si,No,Fibra óptica,No,Si,Si,No,No,No,Mes a mes,Si,Cheque electrónico,7825,149095.0,1.0
4013-UBXWQ,Si,Mujer,0,No,No,7,Si,Si,DSL,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,7465,5211.0,1.0
4016-BJKTZ,No,Mujer,0,No,No,25,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,No,Cheque electrónico,1089,280905.0,0.0
4018-KJYUY,No,Hombre,0,No,Si,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Tarjeta de crédito (automática),2015,4325.0,0.0
4018-PPNDW,No,Mujer,0,Si,Si,61,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Cheque por correo,241,15516.0,0.0
4020-KIUDI,No,Hombre,0,Si,Si,6,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Tarjeta de crédito (automática),1985,13885.0,0.0
4021-RQSNY,Si,Hombre,1,Si,No,29,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,985,300415.0,1.0
4023-RTIQM,No,Mujer,1,Si,No,31,No,No phone service,DSL,Si,Si,Si,No,No,Si,Un año,Si,Tarjeta de crédito (automática),504,15801.0,0.0
4024-CSNBY,No,Mujer,0,Si,No,72,Si,Si,Fibra óptica,Si,Si,Si,Si,No,No,Dos años,Si,Transferencia bancaria (automática),9425,684975.0,0.0
4026-SKKHW,No,Hombre,0,No,No,3,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,Si,Cheque por correo,5025,1523.0,0.0
4029-HPFVY,No,Hombre,0,No,No,3,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,703,2204.0,0.0
4030-VPZBD,Si,Mujer,0,No,No,2,No,No phone service,DSL,No,No,No,Si,No,No,Mes a mes,Si,Cheque electrónico,309,5905.0,1.0
4032-RMHCI,No,Mujer,0,Si,Si,41,No,No phone service,DSL,Si,No,Si,No,No,No,Un año,No,Tarjeta de crédito (automática),354,14124.0,0.0
4039-HEUNW,Si,Hombre,1,Si,No,36,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,965,34361.0,1.0
4039-PIMHX,No,Hombre,1,Si,No,49,Si,No,DSL,No,Si,No,No,No,No,Dos años,No,Cheque por correo,498,23984.0,0.0
4043-MKDTV,No,Hombre,0,Si,No,71,Si,No,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,10525,729175.0,0.0
4047-GGUUG,,Mujer,0,No,No,12,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Transferencia bancaria (automática),1945,22745.0,
4049-ZPALD,No,Mujer,0,Si,No,64,Si,No,Fibra óptica,Si,No,Si,No,Si,Si,Dos años,Si,Transferencia bancaria (automática),990,63758.0,0.0
4054-CUMIA,No,Mujer,0,Si,Si,18,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque por correo,2025,40195.0,0.0
4056-QHXHZ,No,Mujer,0,Si,Si,72,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Dos años,No,Cheque por correo,10745,75767.0,0.0
4057-FKCZK,No,Hombre,0,Si,Si,58,Si,Si,Fibra óptica,No,No,No,No,Si,No,Dos años,No,Transferencia bancaria (automática),825,482805.0,0.0
4059-IIEBK,No,Mujer,0,No,No,7,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),7855,52295.0,0.0
4060-BTPXO,,Mujer,0,Si,No,67,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria (automática),1057,681695.0,
4060-LDNLU,No,Hombre,0,No,No,7,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electrónico,962,6397.0,0.0
4061-UKJWL,No,Hombre,0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,4545,1417.0,0.0
4062-HBMOS,No,Hombre,0,No,No,52,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,10305,53648.0,0.0
4063-EIKNQ,No,Hombre,0,Si,Si,11,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Transferencia bancaria (automática),2095,26735.0,0.0
4065-JJAVA,No,Mujer,0,No,No,1,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque electrónico,495,495.0,0.0
4067-HLYQI,No,Mujer,0,No,No,33,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),704,24061.0,0.0
4070-OKWVH,No,Mujer,0,Si,No,52,Si,Si,Fibra óptica,No,Si,Si,No,Si,No,Mes a mes,No,Transferencia bancaria (automática),946,50258.0,0.0
4072-IPYLT,No,Mujer,0,Si,Si,36,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito (automática),5105,1815.0,0.0
4074-SJFFA,Si,Mujer,0,No,No,1,Si,No,DSL,No,No,No,No,No,Si,Mes a mes,Si,Cheque por correo,5475,5475.0,1.0
4075-JFPGR,No,Mujer,0,Si,No,51,Si,No,Fibra óptica,Si,Si,Si,No,Si,No,Un año,Si,Cheque electrónico,935,461955.0,0.0
4075-WKNIU,No,Mujer,0,Si,Si,0,Si,Si,DSL,No,Si,Si,Si,Si,No,Dos años,No,Cheque por correo,7335,,0.0
4077-CROMM,Si,Mujer,0,Si,Si,31,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,1042,324345.0,1.0
4077-HWUYD,No,Hombre,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),8755,646315.0,0.0
4078-SAYYN,Si,Mujer,0,No,No,11,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,10075,112975.0,1.0
4079-ULGFR,No,Hombre,0,No,No,16,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,200,2757.0,0.0
4079-VTGLK,No,Hombre,1,Si,No,30,Si,Si,DSL,No,No,Si,No,Si,Si,Dos años,No,Cheque electrónico,7485,218175.0,0.0
4079-WWQQQ,No,Hombre,0,No,No,72,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),6555,480745.0,0.0
4080-IIARD,No,Mujer,0,Si,No,13,Si,Si,DSL,Si,Si,No,Si,Si,No,Mes a mes,Si,Cheque electrónico,762,98145.0,0.0
4080-OGPJL,Si,Mujer,0,No,No,8,Si,Si,DSL,Si,No,No,Si,No,Si,Mes a mes,No,Cheque electrónico,7115,56365.0,1.0
4081-DYXAV,Si,Mujer,0,No,No,19,No,No phone service,DSL,No,No,No,No,Si,Si,Un año,Si,Tarjeta de crédito (automática),4485,89355.0,1.0
4083-BFNYK,No,Mujer,1,Si,No,38,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Un año,No,Tarjeta de crédito (automática),950,359125.0,0.0
4083-EUGRJ,Si,Hombre,0,No,No,9,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,2025,1785.0,1.0
4086-ATNFV,No,Mujer,0,Si,Si,34,Si,No,DSL,Si,Si,Si,No,No,No,Un año,Si,Cheque por correo,608,204205.0,0.0
4086-WITJG,No,Hombre,0,Si,Si,71,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),197,13011.0,0.0
4086-YQSNZ,Si,Mujer,1,Si,No,3,Si,No,Fibra óptica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,804,22405.0,1.0
4087-ULYNQ,,Mujer,0,Si,Si,47,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),2025,8734.0,
4088-YLDSU,Si,Hombre,0,Si,No,55,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,10415,574305.0,1.0
4090-KPJIP,No,Mujer,0,No,No,3,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,7495,2124.0,0.0
4091-TVOCN,No,Hombre,0,No,Si,48,Si,Si,DSL,Si,No,Si,No,Si,Si,Un año,Si,Tarjeta de crédito (automática),7875,368245.0,0.0
4092-OFQZS,No,Hombre,0,Si,No,20,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,2065,4175.0,0.0
4094-NSEDU,Si,Mujer,1,No,No,21,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,9425,197375.0,1.0
4097-YODCF,No,Hombre,0,No,Si,34,Si,Si,Fibra óptica,Si,Si,No,No,Si,Si,Un año,Si,Cheque electrónico,1038,34708.0,0.0
4098-NAUKP,No,Hombre,1,Si,Si,68,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Mes a mes,Si,Cheque electrónico,8465,56836.0,0.0
4102-BEFEK,,Hombre,0,No,No,62,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Tarjeta de crédito (automática),2005,120165.0,
4102-HLENU,No,Mujer,0,Si,No,67,Si,Si,DSL,Si,Si,Si,No,No,No,Dos años,No,Cheque por correo,6565,432285.0,0.0
4102-OQUPX,Si,Hombre,1,Si,No,1,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,744,744.0,1.0
4104-PVRPS,No,Hombre,0,Si,No,24,Si,No,DSL,Si,No,No,Si,No,No,Mes a mes,No,Cheque por correo,536,131535.0,0.0
4106-HADHQ,Si,Hombre,0,Si,Si,39,Si,No,DSL,Si,No,Si,Si,Si,Si,Un año,No,Tarjeta de crédito (automática),800,318295.0,1.0
4109-CYRBD,No,Hombre,1,Si,No,29,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,516,1442.0,0.0
4110-PFEUZ,Si,Mujer,0,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,6955,6955.0,1.0
4111-BNXIF,No,Mujer,0,Si,Si,67,No,No phone service,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,5955,41039.0,0.0
4112-LUEIZ,Si,Hombre,0,No,No,10,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,895,8631.0,1.0
4114-QMKVN,No,Mujer,0,Si,Si,56,Si,Si,DSL,Si,Si,No,No,No,Si,Un año,No,Transferencia bancaria (automática),6875,38154.0,0.0
4115-BNPJY,No,Hombre,0,Si,Si,29,Si,No,DSL,No,No,Si,Si,Si,Si,Dos años,No,Cheque por correo,7555,20544.0,0.0
4115-NZRKS,No,Mujer,1,No,No,7,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,8915,57435.0,0.0
